what,kind,bundleId,bundleVersion,description,time
java.specification.version,sysinfo,,,"1.7",1412844703210
java.vendor,sysinfo,,,"Oracle Corporation",1412844703210
java.version,sysinfo,,,"1.7.0_65",1412844703210
java.vm.info,sysinfo,,,"mixed mode",1412844703210
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1412844703210
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1412844703210
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1412844703210
java.vm.specification.version,sysinfo,,,"1.7",1412844703210
java.vm.vendor,sysinfo,,,"Oracle Corporation",1412844703210
java.vm.version,sysinfo,,,"24.65-b04",1412844703210
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412844703321
activated,view,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.internal.introview",1412844703324
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412844705832
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412844705836
closed,view,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.internal.introview",1412844705846
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412844706452
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412844715607
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.100.v201004290328,"org.eclipse.wst.xsl.debug.ui",1412844716284
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,"org.eclipse.wst.common.frameworks.ui",1412844719760
started,bundle,org.eclipse.jst.servlet.ui,1.1.400.v201005272100,"org.eclipse.jst.servlet.ui",1412844719761
started,bundle,org.eclipse.wst.common.environment,1.0.400.v200912181832,"org.eclipse.wst.common.environment",1412844719762
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1412844719780
started,bundle,org.eclipse.wst.common.modulecore,1.2.0.v201005200200,"org.eclipse.wst.common.modulecore",1412844719781
started,bundle,org.eclipse.jst.j2ee.core,1.2.0.v201005200200,"org.eclipse.jst.j2ee.core",1412844719783
started,bundle,org.eclipse.jem,2.0.400.v201005110200,"org.eclipse.jem",1412844719790
started,bundle,org.eclipse.wst.xml.core,1.1.500.v201005271618,"org.eclipse.wst.xml.core",1412844719799
started,bundle,org.eclipse.wst.validation,1.2.200.v201005271900,"org.eclipse.wst.validation",1412844719803
started,bundle,org.eclipse.jst.j2ee,1.1.400.v201005271900,"org.eclipse.jst.j2ee",1412844719813
started,bundle,org.eclipse.jst.j2ee.web,1.1.400.v201005270700,"org.eclipse.jst.j2ee.web",1412844719816
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412844719980
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412844724750
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412844727987
started,bundle,org.eclipse.wst.common.project.facet.ui,1.4.100.v201005190114,"org.eclipse.wst.common.project.facet.ui",1412844738438
started,bundle,org.eclipse.wst.web.ui,1.1.400.v201004141630,"org.eclipse.wst.web.ui",1412844738439
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.100.v201004202202,"org.eclipse.jst.common.project.facet.core",1412844738458
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.0.v201005191955,"org.eclipse.jst.ws.jaxrs.core",1412844738460
started,bundle,org.eclipse.wst.server.core,1.1.202.v20100518,"org.eclipse.wst.server.core",1412844738482
started,bundle,org.eclipse.wst.server.ui,1.1.203.v20100601,"org.eclipse.wst.server.ui",1412844738501
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1412844738509
started,bundle,org.eclipse.jst.common.frameworks,1.1.400.v201005130500,"org.eclipse.jst.common.frameworks",1412844739109
started,bundle,org.eclipse.jst.common.project.facet.ui,1.4.100.v201005171604,"org.eclipse.jst.common.project.facet.ui",1412844739178
started,bundle,org.eclipse.jem.workbench,2.0.300.v200910290230,"org.eclipse.jem.workbench",1412844753714
started,bundle,org.eclipse.jst.j2ee.ejb,1.1.400.v201005270700,"org.eclipse.jst.j2ee.ejb",1412844753828
started,bundle,org.eclipse.jst.j2ee.jca,1.1.400.v201005270700,"org.eclipse.jst.j2ee.jca",1412844753830
started,bundle,org.eclipse.jst.jee,1.0.300.v201005191301,"org.eclipse.jst.jee",1412844753832
started,bundle,org.eclipse.jst.jee.ejb,1.0.300.v201004191420,"org.eclipse.jst.jee.ejb",1412844753834
started,bundle,org.eclipse.jst.jee.web,1.0.300.v201004280739,"org.eclipse.jst.jee.web",1412844753835
started,bundle,org.eclipse.xsd,2.6.0.v20100614-1136,"org.eclipse.xsd",1412844753872
started,bundle,org.eclipse.jst.jee.ui,1.0.300.v201005191301,"org.eclipse.jst.jee.ui",1412844754899
started,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1412844754907
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.400.v201004280900,"org.eclipse.jst.j2ee.navigator.ui",1412844754908
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.newWizard",1412844754976
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412844754997
started,bundle,org.eclipse.jdt.apt.core,3.3.400.v20100513-0845,"org.eclipse.jdt.apt.core",1412844755267
started,bundle,org.eclipse.wst.dtd.core,1.1.400.v201004290328,"org.eclipse.wst.dtd.core",1412844755411
started,bundle,org.eclipse.wst.sse.ui,1.2.0.v201006030742,"org.eclipse.wst.sse.ui",1412844755413
started,bundle,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.ui",1412844755414
started,bundle,org.eclipse.wst.sse.core,1.1.500.v201006020308,"org.eclipse.wst.sse.core",1412844755451
started,bundle,org.eclipse.jpt.core,2.3.0.v201006020000,"org.eclipse.jpt.core",1412844755461
started,bundle,org.eclipse.jst.server.core,1.2.101.v20100421,"org.eclipse.jst.server.core",1412844755466
started,bundle,org.eclipse.jst.jsf.common,1.2.0.v20100604,"org.eclipse.jst.jsf.common",1412844755469
started,bundle,org.eclipse.jst.jsf.core,1.3.0.v20100602,"org.eclipse.jst.jsf.core",1412844755471
started,bundle,org.eclipse.jst.jsp.core,1.2.300.v201005271731,"org.eclipse.jst.jsp.core",1412844755530
started,bundle,org.eclipse.wst.wsdl.validation,1.1.501.v201004201506,"org.eclipse.wst.wsdl.validation",1412844755567
started,bundle,org.eclipse.wst.xsd.core,1.1.501.v201004110600,"org.eclipse.wst.xsd.core",1412844755581
started,bundle,org.eclipse.wst.xsl.core,1.1.0.v201004290328,"org.eclipse.wst.xsl.core",1412844755589
started,bundle,org.eclipse.pde.core,3.6.0.v20100601,"org.eclipse.pde.core",1412844755649
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1412844755706
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.202.v201004211732,"org.eclipse.wst.ws.service.policy.ui",1412844755731
started,bundle,org.eclipse.wst.ws.service.policy,1.0.203.v201004211732,"org.eclipse.wst.ws.service.policy",1412844755739
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1412844755740
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1412844755756
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1412844755756
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1412844755851
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1412844755856
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.integration",1412844757452
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1412844757453
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412844761674
started,bundle,org.eclipse.emf.codegen,2.6.0.v20100614-1136,"org.eclipse.emf.codegen",1412844776716
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412844776894
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1412844777178
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1412844777262
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1412844777336
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1412844777360
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.0.v201005250108,"org.eclipse.wst.jsdt.debug.ui",1412844777402
started,bundle,org.eclipse.jdt.debug,3.6.0.v20100526,"org.eclipse.jdt.debug",1412844777600
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1412844777631
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1412844777637
started,bundle,org.eclipse.jdt.junit,3.6.0.v20100526-0800,"org.eclipse.jdt.junit",1412844777755
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1412844777874
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412844778020
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412844782007
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412844785377
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412844795124
started,bundle,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.ui",1412844806641
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1412844806650
started,bundle,org.eclipse.ui.views.log,1.0.100.v20100423,"org.eclipse.ui.views.log",1412844806651
started,bundle,org.eclipse.pde.ui,3.6.0.v20100601,"org.eclipse.pde.ui",1412844806652
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.rename.element",1412844810119
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412844810136
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412844816742
started,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1412844824619
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.rename.element",1412844826060
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412844826075
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412844829982
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412844835452
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1412844835568
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1412844835646
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412844836364
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412844839397
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412844848245
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1412844848368
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1412844848431
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412844849105
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412844865407
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412844870102
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412844870652
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412844936268
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412844944322
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412844958575
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412844958865
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412844963134
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1412844967384
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412844968206
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1412844972118
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412844975832
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412845287971
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412845290372
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.cleanAction",1412845291395
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412845291413
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412845293241
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412845301555
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.cleanAction",1412845303025
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412845303049
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412845306277
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412845306977
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412845309996
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412845317158
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412845317990
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412845321630
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412845322394
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412845322890
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412845322953
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412845323496
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412845324756
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.cleanAction",1412845326083
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412845326096
started,bundle,org.eclipse.wst.html.core,1.1.400.v201005261534,"org.eclipse.wst.html.core",1412845334814
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1412845335008
started,bundle,org.eclipse.wst.css.core,1.1.400.v201005261534,"org.eclipse.wst.css.core",1412845335016
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412845385374
executed,command,org.eclipse.wst.server.ui,1.1.203.v20100601,"org.eclipse.wst.server.launchShortcut.run",1412845395290
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412845395300
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412845398276
started,bundle,org.eclipse.core.externaltools,1.0.0.v20100505,"org.eclipse.core.externaltools",1412845401384
started,bundle,org.eclipse.wst.common.modulecore.ui,1.0.0.v201005270700,"org.eclipse.wst.common.modulecore.ui",1412845404130
started,bundle,org.eclipse.jst.common.ui,1.0.0.v201005270700,"org.eclipse.jst.common.ui",1412845404153
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.properties",1412845410824
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412845410835
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412845415787
started,bundle,org.eclipse.jst.server.tomcat.core,1.1.200.v20100519,"org.eclipse.jst.server.tomcat.core",1412845438273
